TIME,behaviour
00:46:45,
00:47:00,
00:47:15,
00:47:30,
00:47:45,BEND
00:48:00,DAN_CIRC
00:48:15,DAN_CIRC
00:48:30,DAN_CIRC
00:48:45,DAN_CIRC
00:49:00,BK_SW
00:49:15,BK_SW
00:49:30,BK_SW
00:49:45,BK_SW
00:50:00,
00:50:15,BEND
00:50:30,BEND
00:50:45,
00:51:00,
00:51:15,INSF
00:51:30,INSF
00:51:45,INSF
00:52:00,INSF
00:52:15,FAN
00:52:30,FAN
00:52:45,FAN
00:53:00,FAN
00:53:15,FAN
00:53:30,FAN
00:53:45,FAN
00:54:00,FAN
00:54:15,
00:54:30,
00:54:45,
00:55:00,
00:55:15,
00:55:30,
00:55:45,
00:56:00,
00:56:15,
00:56:30,
00:56:45,
00:57:00,
00:57:15,
00:57:30,
00:57:45,
00:58:00,
00:58:15,
00:58:30,
00:58:45,
00:59:00,
00:59:15,
00:59:30,NIP_IN
00:59:45,NIP_IN
01:00:00,NIP_IN
01:00:15,
01:00:30,
01:00:45,
01:01:00,
01:01:15,
01:01:30,NIP_CORE
01:01:45,NIP_CORE
01:02:00,NIP_CORE
01:02:15,NIP_CORE
01:02:30,NIP_CORE
01:02:45,NIP_CORE
01:03:00,NIP_CORE
01:03:15,NIP_CORE
01:03:30,NIP_CORE
01:03:45,NIP_CORE
01:04:00,NIP_CORE
01:04:15,NIP_CORE
01:04:30,NIP_CORE
01:04:45,NIP_CORE
01:05:00,NIP_CORE
01:05:15,NIP_CORE
01:05:30,NIP_CORE
01:05:45,NIP_CORE
01:06:00,NIP_CORE
01:06:15,NIP_CORE
01:06:30,NIP_CORE
01:06:45,NIP_CORE
01:07:00,NIP_CORE
01:07:15,NIP_CORE
01:07:30,NIP_CORE
01:07:45,NIP_CORE
01:08:00,NIP_CORE
01:08:15,NIP_CORE
01:08:30,NIP_CORE
01:08:45,NIP_CORE
01:09:00,NIP_CORE
01:09:15,NIP_CORE
01:09:30,NIP_CORE
01:09:45,NIP_CORE
01:10:00,NIP_CORE
01:10:15,NIP_CORE
01:10:30,NIP_CORE
01:10:45,NIP_CORE
01:11:00,NIP_CORE
01:11:15,NIP_CORE
01:11:30,NIP_CORE
01:11:45,NIP_CORE
01:12:00,NIP_CORE
01:12:15,NIP_CORE
01:12:30,NIP_CORE
01:12:45,NIP_CORE
01:13:00,NIP_CORE
01:13:15,NIP_CORE
01:13:30,NIP_CORE
01:13:45,NIP_CORE
01:14:00,NIP_CORE
01:14:15,
01:14:30,
01:14:45,
01:15:00,
01:15:15,
01:15:30,INSF
01:15:45,INSF
01:16:00,INSF
01:16:15,INSF
01:16:30,INSF
01:16:45,INSF
01:17:00,INSF
01:17:15,INSF
01:17:30,INSF
01:17:45,INSF
01:18:00,INSF
01:18:15,INSF
01:18:30,NIP_CORE
01:18:45,NIP_CORE
01:19:00,NIP_CORE
01:19:15,NIP_CORE
01:19:30,NIP_CORE
01:19:45,NIP_CORE
01:20:00,
01:20:15,INSF
01:20:30,INSF
01:20:45,INSF
01:21:00,INSF
01:21:15,INSF
01:21:30,INSF
01:21:45,INSF
01:22:00,INSF
01:22:15,INSF
01:22:30,INSF
01:22:45,INSF
01:23:00,INSF
01:23:15,INSF
01:23:30,INSF
01:23:45,INSF
01:24:00,INSF
01:24:15,INSF
01:24:30,
01:24:45,
01:25:00,ROLL
01:25:15,ROLL
01:25:30,BK_SW
01:25:45,BK_SW
01:26:00,BK_SW
01:26:15,BK_SW
01:26:30,
01:26:45,
01:27:00,
01:27:15,
01:27:30,
01:27:45,
01:28:00,
01:28:15,ROLL
01:28:30,ROLL
01:28:45,ROLL
01:29:00,ROLL
01:29:15,ROLL
01:29:30,ROLL
01:29:45,ROLL
01:30:00,ROLL
01:30:15,ROLL
01:30:30,ROLL
01:30:45,
01:31:00,
01:31:15,
01:31:30,
01:31:45,
01:32:00,
01:32:15,FAN
01:32:30,FAN
01:32:45,FAN
01:33:00,FAN
01:33:15,FAN
01:33:30,FAN
01:33:45,FAN
01:34:00,FAN
01:34:15,FAN
01:34:30,FAN
01:34:45,FAN
01:35:00,FAN
01:35:15,FAN
01:35:30,FAN
01:35:45,FAN
01:36:00,FAN
01:36:15,FAN
01:36:30,FAN
01:36:45,FAN
01:37:00,FAN
01:37:15,FAN
01:37:30,FAN
01:37:45,FAN
01:38:00,FAN
01:38:15,FAN
01:38:30,FAN
01:38:45,FAN
01:39:00,FAN
01:39:15,FAN
01:39:30,FAN
01:39:45,FAN
01:40:00,FAN
01:40:15,FAN
01:40:30,FAN
01:40:45,FAN
01:41:00,FAN
01:41:15,FAN
01:41:30,FAN
01:41:45,FAN
01:42:00,FAN
01:42:15,FAN
01:42:30,FAN
01:42:45,FAN
01:43:00,FAN
01:43:15,FAN
01:43:30,FAN
01:43:45,FAN
01:44:00,FAN
01:44:15,FAN
01:44:30,FAN
01:44:45,FAN
01:45:00,FAN
01:45:15,LF
01:45:30,LF
01:45:45,LF
01:46:00,LF
01:46:15,LF
01:46:30,LF
01:46:45,LF
01:47:00,LF
01:47:15,LF
01:47:30,LF
01:47:45,LF
01:48:00,LF
01:48:15,LF
01:48:30,LF
01:48:45,LF
01:49:00,LF
01:49:15,LF
01:49:30,
01:49:45,
01:50:00,
01:50:15,
01:50:30,
01:50:45,
01:51:00,
01:51:15,
01:51:30,
01:51:45,
01:52:00,
01:52:15,
01:52:30,
01:52:45,
01:53:00,NIP_CORE
01:53:15,NIP_CORE
01:53:30,NIP_CORE
01:53:45,NIP_CORE
01:54:00,NIP_CORE
01:54:15,NIP_CORE
01:54:30,NIP_CORE
01:54:45,
01:55:00,
01:55:15,
01:55:30,
01:55:45,MAN
01:56:00,MAN
01:56:15,MAN
01:56:30,MAN
01:56:45,MAN
01:57:00,
01:57:15,
01:57:30,
01:57:45,
01:58:00,
01:58:15,NIP_IN
01:58:30,NIP_IN
01:58:45,NIP_IN
01:59:00,NIP_IN
01:59:15,NIP_IN
01:59:30,NIP_IN
01:59:45,
02:00:00,
02:00:15,
02:00:30,
02:00:45,
02:01:00,NIP_IN
02:01:15,NIP_IN
02:01:30,NIP_IN
02:01:45,NIP_IN
02:02:00,NIP_IN
02:02:15,NIP_IN
02:02:30,NIP_IN
02:02:45,NIP_IN
02:03:00,NIP_IN
02:03:15,NIP_IN
02:03:30,NIP_IN
02:03:45,NIP_IN
02:04:00,NIP_IN
02:04:15,NIP_IN
02:04:30,
02:04:45,
02:05:00,
02:05:15,
02:05:30,NIP_CORE
02:05:45,NIP_CORE
02:06:00,NIP_CORE
02:06:15,NIP_CORE
02:06:30,NIP_CORE
02:06:45,NIP_CORE
02:07:00,
02:07:15,
02:07:30,BK_SW
02:07:45,BK_SW
02:08:00,BK_SW
02:08:15,BK_SW
02:08:30,BK_SW
02:08:45,ROLL
02:09:00,ROLL
02:09:15,ROLL
02:09:30,ROLL
02:09:45,ROLL
02:10:00,
02:10:15,
02:10:30,
02:10:45,
02:11:00,
02:11:15,
02:11:30,
02:11:45,
02:12:00,
02:12:15,
02:12:30,
02:12:45,
02:13:00,
02:13:15,
02:13:30,
02:13:45,
02:14:00,
02:14:15,
02:14:30,
02:14:45,
02:15:00,
02:15:15,
02:15:30,
02:15:45,
02:16:00,
02:16:15,
02:16:30,ROLL
02:16:45,ROLL
02:17:00,ROLL
02:17:15,ROLL
02:17:30,
02:17:45,
02:18:00,
02:18:15,
02:18:30,
02:18:45,
02:19:00,
02:19:15,
02:19:30,
02:19:45,
02:20:00,FAN
02:20:15,FAN
02:20:30,FAN
02:20:45,FAN
02:21:00,ROLL
02:21:15,ROLL
02:21:30,ROLL
02:21:45,ROLL
02:22:00,ROLL
02:22:15,ROLL
02:22:30,ROLL
02:22:45,ROLL
02:23:00,FAN
02:23:15,FAN
02:23:30,FAN
02:23:45,FAN
02:24:00,FAN
02:24:15,FAN
02:24:30,FAN
02:24:45,FAN
02:25:00,FAN
02:25:15,FAN
02:25:30,FAN
02:25:45,FAN
02:26:00,FAN
02:26:15,FAN
02:26:30,FAN
02:26:45,FAN
02:27:00,FAN
02:27:15,FAN
02:27:30,FAN
02:27:45,MAN
02:28:00,MAN
02:28:15,MAN
02:28:30,MAN
02:28:45,MAN
02:29:00,MAN
02:29:15,MAN
02:29:30,MAN
02:29:45,MAN
02:30:00,FAN
02:30:15,FAN
02:30:30,FAN
02:30:45,
02:31:00,NIP_IN
02:31:15,NIP_IN
02:31:30,NIP_IN
02:31:45,NIP_IN
02:32:00,NIP_IN
02:32:15,NIP_IN
02:32:30,NIP_IN
02:32:45,NIP_IN
02:33:00,NIP_IN
02:33:15,
02:33:30,
02:33:45,
02:34:00,
02:34:15,
02:34:30,
02:34:45,ROLL
02:35:00,ROLL
02:35:15,ROLL
02:35:30,ROLL
02:35:45,ROLL
02:36:00,ROLL
02:36:15,ROLL
02:36:30,ROLL
02:36:45,ROLL
02:37:00,ROLL
02:37:15,
02:37:30,
02:37:45,
02:38:00,
02:38:15,
02:38:30,
02:38:45,
02:39:00,
02:39:15,
02:39:30,
02:39:45,
02:40:00,
02:40:15,
02:40:30,
02:40:45,
02:41:00,LF
02:41:15,LF
02:41:30,LF
02:41:45,LF
02:42:00,LF
02:42:15,MAF
02:42:30,MAF
02:42:45,MAF
02:43:00,MAF
02:43:15,MAF
02:43:30,MAF
02:43:45,MAF
02:44:00,MAF
02:44:15,MAF
02:44:30,MAF
02:44:45,MAF
02:45:00,MAF
02:45:15,
02:45:30,
02:45:45,
02:46:00,
02:46:15,
02:46:30,
02:46:45,
02:47:00,
02:47:15,
02:47:30,
02:47:45,
02:48:00,
02:48:15,
02:48:30,
02:48:45,NIP_IN
02:49:00,NIP_IN
02:49:15,NIP_IN
02:49:30,
02:49:45,
02:50:00,
02:50:15,
02:50:30,
02:50:45,
02:51:00,
02:51:15,NIP_CORE
02:51:30,NIP_CORE
02:51:45,NIP_CORE
02:52:00,NIP_CORE
02:52:15,NIP_CORE
02:52:30,NIP_CORE
02:52:45,NIP_CORE
02:53:00,NIP_CORE
02:53:15,LF
02:53:30,LF
02:53:45,LF
02:54:00,MAF
02:54:15,MAF
02:54:30,MAF
02:54:45,MAF
02:55:00,BN
02:55:15,BN
02:55:30,BN
02:55:45,BN
02:56:00,BN
02:56:15,BN
02:56:30,BN
02:56:45,BN
02:57:00,BN
02:57:15,BN
02:57:30,BN
02:57:45,BN
02:58:00,FAN
02:58:15,FAN
02:58:30,FAN
02:58:45,FAN
02:59:00,FAN
02:59:15,FAN
02:59:30,FAN
02:59:45,FAN
03:00:00,FAN
03:00:15,FAN
03:00:30,LF
03:00:45,LF
03:01:00,LF
03:01:15,LF
03:01:30,LF
03:01:45,LF
03:02:00,LF
03:02:15,
03:02:30,
03:02:45,
03:03:00,
03:03:15,
03:03:30,FAN
03:03:45,FAN
03:04:00,FAN
03:04:15,FAN
03:04:30,FAN
03:04:45,FAN
03:05:00,FAN
03:05:15,FAN
03:05:30,FAN
03:05:45,FAN
03:06:00,FAN
03:06:15,FAN
03:06:30,FAN
03:06:45,FAN
03:07:00,LF
03:07:15,LF
03:07:30,LF
03:07:45,LF
03:08:00,LF
03:08:15,LF
03:08:30,FAN
03:08:45,FAN
03:09:00,FAN
03:09:15,FAN
03:09:30,FAN
03:09:45,FAN
03:10:00,FAN
03:10:15,FAN
03:10:30,FAN
03:10:45,FAN
03:11:00,LF
03:11:15,LF
03:11:30,LF
03:11:45,FAN
03:12:00,FAN
03:12:15,FAN
03:12:30,FAN
03:12:45,FAN
03:13:00,FAN
03:13:15,FAN
03:13:30,FAN
03:13:45,FAN
03:14:00,FAN
03:14:15,FAN
03:14:30,FAN
03:14:45,FAN
03:15:00,FAN
03:15:15,FAN
03:15:30,FAN
03:15:45,FAN
03:16:00,FAN
03:16:15,FAN
03:16:30,FAN
03:16:45,FAN
03:17:00,FAN
03:17:15,FAN
03:17:30,FAN
03:17:45,FAN
03:18:00,FAN
03:18:15,FAN
03:18:30,FAN
03:18:45,FAN
03:19:00,FAN
03:19:15,FAN
03:19:30,FAN
03:19:45,FAN
03:20:00,FAN
03:20:15,FAN
03:20:30,FAN
03:20:45,LF
03:21:00,LF
03:21:15,LF
03:21:30,BK_SW
03:21:45,BK_SW
03:22:00,BK_SW
03:22:15,BK_SW
03:22:30,BK_SW
03:22:45,BK_SW
03:23:00,BK_SW
03:23:15,BK_SW
03:23:30,BK_SW
03:23:45,BK_SW
03:24:00,BK_SW
03:24:15,BK_SW
03:24:30,BK_SW
03:24:45,BK_SW
03:25:00,BK_SW
03:25:15,BK_SW
03:25:30,BEND
03:25:45,BEND
03:26:00,BEND
03:26:15,BEND
03:26:30,BEND
03:26:45,BK_SW
03:27:00,BK_SW
03:27:15,
03:27:30,
03:27:45,BN
03:28:00,BN
03:28:15,BN
03:28:30,BN
03:28:45,BN
03:29:00,BN
03:29:15,BN
03:29:30,BN
03:29:45,BN
03:30:00,BN
03:30:15,BN
03:30:30,BN
03:30:45,BN
03:31:00,FAN
03:31:15,FAN
03:31:30,FAN
03:31:45,FAN
03:32:00,NIP_CORE
03:32:15,NIP_CORE
03:32:30,NIP_CORE
03:32:45,NIP_CORE
03:33:00,NIP_CORE
03:33:15,NIP_CORE
03:33:30,NIP_CORE
03:33:45,NIP_CORE
03:34:00,NIP_CORE
03:34:15,NIP_CORE
03:34:30,NIP_CORE
03:34:45,NIP_CORE
03:35:00,NIP_CORE
03:35:15,NIP_CORE
03:35:30,NIP_CORE
03:35:45,NIP_CORE
03:36:00,NIP_CORE
03:36:15,NIP_CORE
03:36:30,NIP_CORE
03:36:45,NIP_CORE
03:37:00,NIP_CORE
03:37:15,NIP_CORE
03:37:30,NIP_CORE
03:37:45,NIP_CORE
03:38:00,NIP_CORE
03:38:15,ROLL
03:38:30,ROLL
03:38:45,ROLL
03:39:00,ROLL
03:39:15,ROLL
03:39:30,BEND
03:39:45,BEND
03:40:00,BEND
03:40:15,BEND
03:40:30,BEND
03:40:45,BEND
03:41:00,BEND
03:41:15,BEND
03:41:30,BEND
03:41:45,BEND
03:42:00,BEND
03:42:15,BEND
03:42:30,BEND
03:42:45,BEND
03:43:00,BEND
03:43:15,DAN_CIRC
03:43:30,DAN_CIRC
03:43:45,DAN_CIRC
03:44:00,DAN_CIRC
03:44:15,DAN_CIRC
03:44:30,ROLL
03:44:45,ROLL
03:45:00,
03:45:15,BEND
03:45:30,DAN_CIRC
03:45:45,DAN_CIRC
03:46:00,DAN_CIRC
03:46:15,DAN_CIRC
03:46:30,DAN_CIRC
03:46:45,DAN_CIRC
03:47:00,DAN_CIRC
03:47:15,DAN_CIRC
03:47:30,DAN_CIRC
03:47:45,DAN_CIRC
03:48:00,DAN_CIRC
03:48:15,DAN_CIRC
03:48:30,DAN_CIRC
03:48:45,DAN_CIRC
03:49:00,DAN_CIRC
03:49:15,DAN_CIRC
03:49:30,DAN_CIRC
03:49:45,DAN_CIRC
03:50:00,DAN_CIRC
03:50:15,DAN_CIRC
03:50:30,DAN_CIRC
03:50:45,BEND
03:51:00,BEND
03:51:15,BEND
03:51:30,BEND
03:51:45,BEND
03:52:00,BEND
03:52:15,BEND
03:52:30,GB
03:52:45,GB
03:53:00,GB
03:53:15,GB
03:53:30,GB
03:53:45,GB
03:54:00,
03:54:15,
03:54:30,
03:54:45,
03:55:00,
03:55:15,
03:55:30,BEND
03:55:45,DAN_CIRC
03:56:00,DAN_CIRC
03:56:15,DAN_CIRC
03:56:30,DAN_CIRC
03:56:45,DAN_CIRC
03:57:00,BEND
03:57:15,BEND
03:57:30,BEND
03:57:45,BEND
03:58:00,BEND
03:58:15,BEND
03:58:30,BEND
03:58:45,BEND
03:59:00,BEND
03:59:15,GB
03:59:30,GB
03:59:45,GB
04:00:00,GB
04:00:15,
04:00:30,
04:00:45,SPA
04:01:00,
04:01:15,
04:01:30,
04:01:45,GB
04:02:00,GB
04:02:15,GB
04:02:30,GB
04:02:45,GB
04:03:00,GB
04:03:15,
04:03:30,
04:03:45,SPA
04:04:00,SPA
04:04:15,
04:04:30,
04:04:45,
04:05:00,
04:05:15,
04:05:30,
04:05:45,
04:06:00,
04:06:15,
04:06:30,
04:06:45,
04:07:00,
04:07:15,
04:07:30,
04:07:45,
04:08:00,
04:08:15,
04:08:30,
04:08:45,
04:09:00,
04:09:15,NIP_IN
04:09:30,NIP_IN
04:09:45,NIP_IN
04:10:00,NIP_IN
04:10:15,NIP_IN
04:10:30,NIP_IN
04:10:45,NIP_IN
04:11:00,NIP_IN
04:11:15,NIP_IN
04:11:30,NIP_IN
04:11:45,NIP_IN
04:12:00,NIP_IN
04:12:15,MAN
04:12:30,MAN
04:12:45,MAN
04:13:00,MAN
04:13:15,MAN
04:13:30,NIP_CORE
04:13:45,NIP_CORE
04:14:00,NIP_CORE
04:14:15,NIP_CORE
04:14:30,NIP_CORE
04:14:45,NIP_CORE
04:15:00,NIP_CORE
04:15:15,NIP_CORE
04:15:30,NIP_CORE
04:15:45,NIP_CORE
04:16:00,NIP_CORE
04:16:15,NIP_CORE
04:16:30,NIP_CORE
04:16:45,NIP_CORE
04:17:00,NIP_CORE
04:17:15,NIP_CORE
04:17:30,NIP_CORE
04:17:45,NIP_CORE
04:18:00,NIP_CORE
04:18:15,NIP_CORE
04:18:30,NIP_CORE
04:18:45,NIP_CORE
04:19:00,NIP_CORE
04:19:15,NIP_CORE
04:19:30,NIP_CORE
04:19:45,NIP_CORE
04:20:00,NIP_CORE
04:20:15,NIP_CORE
04:20:30,NIP_CORE
04:20:45,NIP_CORE
04:21:00,NIP_CORE
04:21:15,NIP_CORE
04:21:30,NIP_CORE
04:21:45,NIP_CORE
04:22:00,NIP_CORE
04:22:15,NIP_CORE
04:22:30,
04:22:45,
04:23:00,
04:23:15,
04:23:30,ROLL
04:23:45,ROLL
04:24:00,ROLL
04:24:15,ROLL
04:24:30,
04:24:45,
04:25:00,
04:25:15,
04:25:30,
04:25:45,
04:26:00,
04:26:15,NIP_IN
04:26:30,NIP_IN
04:26:45,NIP_IN
04:27:00,NIP_IN
04:27:15,NIP_IN
04:27:30,NIP_IN
04:27:45,NIP_IN
04:28:00,ROLL
04:28:15,ROLL
04:28:30,ROLL
04:28:45,ROLL
04:29:00,ROLL
04:29:15,MAF
04:29:30,MAF
04:29:45,MAF
04:30:00,MAF
04:30:15,MAF
04:30:30,MAF
04:30:45,MAF
04:31:00,ROLL
04:31:15,ROLL
04:31:30,ROLL
04:31:45,ROLL
04:32:00,
04:32:15,
04:32:30,
04:32:45,
04:33:00,
04:33:15,
04:33:30,BEND
04:33:45,BEND
04:34:00,BEND
04:34:15,BEND
04:34:30,ROLL
04:34:45,ROLL
04:35:00,ROLL
04:35:15,MAF
04:35:30,MAF
04:35:45,MAF
04:36:00,MAF
04:36:15,MAF
04:36:30,MAF
04:36:45,MAF
04:37:00,MAF
04:37:15,MAF
04:37:30,BEND
04:37:45,BEND
04:38:00,DAN_CIRC
04:38:15,DAN_CIRC
04:38:30,DAN_CIRC
04:38:45,DAN_CIRC
04:39:00,DAN_CIRC
04:39:15,DAN_CIRC
04:39:30,DAN_CIRC
04:39:45,DAN_CIRC
04:40:00,
04:40:15,
04:40:30,
04:40:45,
04:41:00,
04:41:15,
04:41:30,BEND
04:41:45,BEND
04:42:00,DAN_CIRC
04:42:15,DAN_CIRC
04:42:30,DAN_CIRC
04:42:45,DAN_CIRC
04:43:00,BEND
04:43:15,BEND
04:43:30,
04:43:45,
04:44:00,GB
04:44:15,GB
04:44:30,GB
04:44:45,GB
04:45:00,
04:45:15,DAN_CIRC
04:45:30,DAN_CIRC
04:45:45,DAN_CIRC
04:46:00,DAN_CIRC
04:46:15,DAN_CIRC
04:46:30,BEND
04:46:45,BEND
04:47:00,BEND
04:47:15,GB
04:47:30,GB
04:47:45,GB
04:48:00,GB
04:48:15,GB
04:48:30,
04:48:45,
04:49:00,
04:49:15,SPA
04:49:30,SPA
04:49:45,
04:50:00,
04:50:15,
04:50:30,GB
04:50:45,GB
04:51:00,GB
04:51:15,
04:51:30,BEND
04:51:45,DAN_CIRC
04:52:00,DAN_CIRC
04:52:15,DAN_CIRC
04:52:30,DAN_CIRC
04:52:45,DAN_CIRC
04:53:00,DAN_CIRC
04:53:15,DAN_CIRC
04:53:30,DAN_CIRC
04:53:45,DAN_CIRC
04:54:00,BEND
04:54:15,BEND
04:54:30,BEND
04:54:45,BEND
04:55:00,BEND
04:55:15,BEND
04:55:30,BEND
04:55:45,DAN_CIRC
04:56:00,DAN_CIRC
04:56:15,DAN_CIRC
04:56:30,DAN_CIRC
04:56:45,DAN_CIRC
04:57:00,DAN_CIRC
04:57:15,BEND
04:57:30,BEND
04:57:45,BEND
04:58:00,GB
04:58:15,GB
04:58:30,GB
04:58:45,
04:59:00,
04:59:15,
04:59:30,
04:59:45,
05:00:00,
05:00:15,
05:00:30,
05:00:45,
05:01:00,
05:01:15,
05:01:30,
05:01:45,
05:02:00,
05:02:15,
05:02:30,NIP_CORE
05:02:45,NIP_CORE
05:03:00,NIP_CORE
05:03:15,NIP_CORE
05:03:30,NIP_CORE
05:03:45,NIP_CORE
05:04:00,NIP_CORE
05:04:15,NIP_CORE
05:04:30,NIP_CORE
05:04:45,NIP_CORE
05:05:00,NIP_CORE
05:05:15,
05:05:30,
05:05:45,
05:06:00,
05:06:15,AM
05:06:30,AM
05:06:45,AM
05:07:00,AM
05:07:15,AM
05:07:30,AM
05:07:45,NIP_IN
05:08:00,NIP_IN
05:08:15,
05:08:30,
05:08:45,
05:09:00,
05:09:15,
05:09:30,
05:09:45,
05:10:00,
05:10:15,
05:10:30,
05:10:45,
05:11:00,
05:11:15,
05:11:30,
05:11:45,
05:12:00,NIP_CORE
05:12:15,NIP_CORE
05:12:30,NIP_CORE
05:12:45,NIP_CORE
05:13:00,NIP_CORE
05:13:15,NIP_CORE
05:13:30,NIP_CORE
05:13:45,
05:14:00,
05:14:15,
05:14:30,
05:14:45,
05:15:00,
05:15:15,FAN
05:15:30,FAN
05:15:45,FAN
05:16:00,FAN
05:16:15,FAN
05:16:30,FAN
05:16:45,FAN
05:17:00,FAN
05:17:15,FAN
05:17:30,ROLL
05:17:45,ROLL
05:18:00,ROLL
05:18:15,ROLL
05:18:30,
05:18:45,
05:19:00,
05:19:15,
05:19:30,
05:19:45,
05:20:00,
05:20:15,
05:20:30,
05:20:45,
05:21:00,
05:21:15,ROLL
05:21:30,ROLL
05:21:45,ROLL
05:22:00,ROLL
05:22:15,
05:22:30,
05:22:45,
05:23:00,
05:23:15,
05:23:30,
05:23:45,NIP_IN
05:24:00,NIP_IN
05:24:15,NIP_IN
05:24:30,
05:24:45,
05:25:00,NIP_CORE
05:25:15,NIP_CORE
05:25:30,NIP_CORE
05:25:45,NIP_CORE
05:26:00,INSF
05:26:15,INSF
05:26:30,INSF
05:26:45,INSF
05:27:00,INSF
05:27:15,INSF
05:27:30,INSF
05:27:45,INSF
05:28:00,INSF
05:28:15,FAN
05:28:30,FAN
05:28:45,FAN
05:29:00,FAN
05:29:15,FAN
05:29:30,FAN
05:29:45,FAN
05:30:00,FAN
05:30:15,FAN
05:30:30,LF
05:30:45,LF
05:31:00,LF
05:31:15,LF
05:31:30,LF
05:31:45,MAF
