TIME,behaviour
00:49:45,ROLL
00:50:00,ROLL
00:50:15,ROLL
00:50:30,ROLL
00:50:45,ROLL
00:51:00,ROLL
00:51:15,ROLL
00:51:30,BEND_OPP
00:51:45,BEND_OPP
00:52:00,BEND_OPP
00:52:15,BEND_OPP
00:52:30,BEND_OPP
00:52:45,BEND_OPP
00:53:00,BEND_OPP
00:53:15,
00:53:30,
00:53:45,
00:54:00,
00:54:15,
00:54:30,
00:54:45,
00:55:00,
00:55:15,BEND_OPP
00:55:30,BEND_OPP
00:55:45,BEND_OPP
00:56:00,BEND_OPP
00:56:15,BEND_OPP
00:56:30,BEND_OPP
00:56:45,BEND_OPP
00:57:00,BEND_OPP
00:57:15,BEND_OPP
00:57:30,BEND_OPP
00:57:45,BEND_OPP
00:58:00,BEND_OPP
00:58:15,
00:58:30,
00:58:45,
00:59:00,
00:59:15,
00:59:30,
00:59:45,
01:00:00,
01:00:15,
01:00:30,
01:00:45,
01:01:00,
01:01:15,
01:01:30,
01:01:45,
01:02:00,
01:02:15,
01:02:30,
01:02:45,
01:03:00,
01:03:15,
01:03:30,
01:03:45,
01:04:00,
01:04:15,
01:04:30,
01:04:45,
01:05:00,ROLL
01:05:15,ROLL
01:05:30,ROLL
01:05:45,ROLL
01:06:00,ROLL
01:06:15,ROLL
01:06:30,ROLL
01:06:45,ROLL
01:07:00,ROLL
01:07:15,ROLL
01:07:30,LF
01:07:45,LF
01:08:00,LF
01:08:15,LF
01:08:30,LF
01:08:45,LF
01:09:00,LF
01:09:15,ROLL
01:09:30,ROLL
01:09:45,ROLL
01:10:00,ROLL
01:10:15,ROLL
01:10:30,ROLL
01:10:45,ROLL
01:11:00,ROLL
01:11:15,ROLL
01:11:30,ROLL
01:11:45,ROLL
01:12:00,ROLL
01:12:15,ROLL
01:12:30,ROLL
01:12:45,ROLL
01:13:00,ROLL
01:13:15,
01:13:30,
01:13:45,
01:14:00,
01:14:15,
01:14:30,
01:14:45,
01:15:00,
01:15:15,
01:15:30,
01:15:45,
01:16:00,
01:16:15,
01:16:30,
01:16:45,
01:17:00,
01:17:15,
01:17:30,
01:17:45,
01:18:00,BEND
01:18:15,BEND
01:18:30,BEND
01:18:45,BEND
01:19:00,BEND
01:19:15,BEND
01:19:30,BEND
01:19:45,BEND
01:20:00,BEND
01:20:15,BEND
01:20:30,BEND
01:20:45,BEND
01:21:00,
01:21:15,
01:21:30,
01:21:45,BEND
01:22:00,BEND
01:22:15,BEND
01:22:30,BEND
01:22:45,
01:23:00,
01:23:15,
01:23:30,
01:23:45,BEND
01:24:00,BEND
01:24:15,BEND
01:24:30,BEND
01:24:45,BEND
01:25:00,BEND
01:25:15,
01:25:30,
01:25:45,
01:26:00,
01:26:15,
01:26:30,
01:26:45,
01:27:00,
01:27:15,
01:27:30,BEND
01:27:45,BEND
01:28:00,BEND
01:28:15,BEND
01:28:30,BEND
01:28:45,BEND
01:29:00,BEND
01:29:15,BEND
01:29:30,BEND
01:29:45,BEND
01:30:00,BEND
01:30:15,BEND
01:30:30,BEND
01:30:45,BEND
01:31:00,
01:31:15,DAN_CIRC
01:31:30,DAN_CIRC
01:31:45,DAN_CIRC
01:32:00,DAN_CIRC
01:32:15,DAN_CIRC
01:32:30,DAN_CIRC
01:32:45,DAN_CIRC
01:33:00,DAN_CIRC
01:33:15,GB
01:33:30,
01:33:45,
01:34:00,SPA
01:34:15,SPA
01:34:30,
01:34:45,
01:35:00,
01:35:15,
01:35:30,
01:35:45,
01:36:00,
01:36:15,
01:36:30,
01:36:45,SPA
01:37:00,
01:37:15,
01:37:30,
01:37:45,
01:38:00,
01:38:15,
01:38:30,
01:38:45,
01:39:00,
01:39:15,SPA
01:39:30,
01:39:45,
01:40:00,
01:40:15,
01:40:30,
01:40:45,
01:41:00,
01:41:15,
01:41:30,
01:41:45,
01:42:00,
01:42:15,
01:42:30,
01:42:45,
01:43:00,
01:43:15,
01:43:30,SPA
01:43:45,
01:44:00,
01:44:15,
01:44:30,
01:44:45,
01:45:00,
01:45:15,
01:45:30,
01:45:45,
01:46:00,
01:46:15,
01:46:30,
01:46:45,
01:47:00,
01:47:15,
01:47:30,
01:47:45,INSF
01:48:00,INSF
01:48:15,INSF
01:48:30,INSF
01:48:45,INSF
01:49:00,INSF
01:49:15,INSF
01:49:30,INSF
01:49:45,
01:50:00,
01:50:15,
01:50:30,
01:50:45,
01:51:00,
01:51:15,
01:51:30,
01:51:45,
01:52:00,
01:52:15,
01:52:30,
01:52:45,NIP_CORE
01:53:00,NIP_CORE
01:53:15,NIP_CORE
01:53:30,NIP_CORE
01:53:45,H_DOWN
01:54:00,H_DOWN
01:54:15,H_DOWN
01:54:30,H_DOWN
01:54:45,
01:55:00,
01:55:15,
01:55:30,
01:55:45,ROLL
01:56:00,BEND
01:56:15,BEND
01:56:30,BEND
01:56:45,BEND
01:57:00,BEND
01:57:15,
01:57:30,
01:57:45,
01:58:00,
01:58:15,
01:58:30,
01:58:45,
01:59:00,
01:59:15,
01:59:30,
01:59:45,
02:00:00,
02:00:15,
02:00:30,
02:00:45,ROLL
02:01:00,BEND
02:01:15,BEND
02:01:30,BEND
02:01:45,DAN_CIRC
02:02:00,DAN_CIRC
02:02:15,DAN_CIRC
02:02:30,DAN_CIRC
02:02:45,DAN_CIRC
02:03:00,BEND
02:03:15,BEND
02:03:30,BEND
02:03:45,BEND
02:04:00,
02:04:15,
02:04:30,
02:04:45,LF
02:05:00,LF
02:05:15,LF
02:05:30,LF
02:05:45,LF
02:06:00,BEND
02:06:15,DAN_CIRC
02:06:30,DAN_CIRC
02:06:45,DAN_CIRC
02:07:00,DAN_CIRC
02:07:15,BEND
02:07:30,BEND
02:07:45,BEND
02:08:00,BEND
02:08:15,BEND
02:08:30,BEND
02:08:45,
02:09:00,
02:09:15,
02:09:30,
02:09:45,SPA
02:10:00,
02:10:15,
02:10:30,
02:10:45,
02:11:00,
02:11:15,
02:11:30,
02:11:45,
02:12:00,
02:12:15,SPA
02:12:30,
02:12:45,
02:13:00,DAN_CIRC
02:13:15,DAN_CIRC
02:13:30,DAN_CIRC
02:13:45,
02:14:00,
02:14:15,
02:14:30,
02:14:45,LF
02:15:00,LF
02:15:15,LF
02:15:30,LF
02:15:45,LF
02:16:00,LF
02:16:15,
02:16:30,
02:16:45,MAF
02:17:00,MAF
02:17:15,MAF
02:17:30,MAF
02:17:45,MAF
02:18:00,MAF
02:18:15,
02:18:30,
02:18:45,
02:19:00,
02:19:15,
02:19:30,
02:19:45,
02:20:00,
02:20:15,
02:20:30,
02:20:45,
02:21:00,
02:21:15,
02:21:30,
02:21:45,BN
